Marca temporal,Grupo que está encuestando,Nombre del encuestador,Indica tu género,¿Cuál es tu edad?,¿Cuál es tu peso (en kg)?,¿Cuál es tu estatura (en cm)?,¿En qué carrera estabas matriculado(a) durante el ciclo 2025-2? ,¿En qué ciclo te encuentras actualmente?,¿En cuántos cursos te matriculaste (independientemente de si te retiraste o no) en total durante el 2025-2?,¿Cuántos de esos cursos aprobaste al finalizar el 2025-2?,"¿Cuál fue tu promedio ponderado en el ciclo 2025-2?
Lo puedes ubicar en el sist. académico -> currícula -> mi avance académico -> historial académico","¿Cuál fue tu Ranking en el ciclo 2025-2?
Lo puedes ubicar en el sist. académico -> currícula -> mi avance académico -> historial académico","Aproximadamente, Durante el ciclo 2025-2  ¿Cuántas horas a la semana dedicaste a realizar actividad física?",Durante el ciclo 2025-2  ¿Qué tipo de actividad física o deporte principal realizaste?,¿Dónde realizas principalmente la actividad física?,"Durante el ciclo 2025-2, ¿tus entrenamientos fueron principalmente de tipo individual o colectivo? ",¿Cuántos días a la semana realizaste actividad física en el 2025-2?,"Durante tus sesiones de actividad física en ese ciclo, ¿Cuál fue tu nivel de intensidad física predominante?","Durante el 2025-2, ¿Tu horario de entrenamiento fue principalmente en la: Mañana / Tarde / Noche?",Durante el ciclo 2025-2  ¿Cómo calificarías tu nivel de disciplina o constancia para realizar actividad física?,Durante el ciclo 2025-2  ¿Cuántas horas a la semana sumaban tus clases programadas?,"Aproximadamente, durante el ciclo 2025-2  ¿Cuántas horas a la semana dedicaste al estudio autónomo y realización de tareas (fuera del horario de clases)?","Durante el 2025-II, ¿cuál fue tu nivel de concentración al estudiar?",¿Qué suplementos dietéticos consumías de forma regular? (marca todas las opciones que correspondan)  ,"Durante el ciclo 2025-2, ¿cuántas veces al día ingerías alimentos? (incluye comidas principales y snacks; p. ej., desayuno, snack, almuerzo, cena = 4)  ",Durante el ciclo 2025-2 ¿Llevaste algún tipo de alimentación o dieta específica? ,"Durante el ciclo 2025-2, ¿cuántas horas dormías por noche en promedio?  ",¿Cómo calificarías tu calidad de sueño durante el periodo 2025-2?,Durante el periodo 2025-2  ¿Cómo describirías tu nivel de estrés académico?,Durante el ciclo 2025-2  ¿Qué tan cansado te llegaste a sentir?
28/4/2026 11:18:49,Grupo 8,"Huertos Ochoa, Rodrigo Franco",Masculino,18,75,187,Bioingeniería,2,0,0,1,Décimo,20,Gimnasio / Levantamiento de pesas,En gimnasio,Individual,4,Alto: Me faltaba el aliento rápido y apenas podía decir unas pocas palabras sin parar a tomar aire.,Tarde,Alta: Mantuve mi rutina de manera estricta y constante todo el ciclo.,20,10,"Medio: Logro concentrarme por períodos moderados, pero presento algunas distracciones.","Bebidas energéticas, Creatina",6,Ninguna en especial,7,Buena,Muy alto,Muy alto
28/4/2026 11:19:03,Grupo 8,"Villalobos Carlos, Daniel Davis",Femenino,19,74,1.7,Ingeniería Mecatrónica,7,6,6,15.6,Quinto,10,Gimnasio / Levantamiento de pesas,En gimnasio,Individual,4,"Moderado: Podía hablar en frases cortas, pero me agitaba un poco y necesitaba respirar.",Mañana,"Media: Tuve constancia por algunas semanas, pero con interrupciones frecuentes.",8,10,Alto: Mantengo la concentración durante la mayor parte del tiempo sin distracciones significativas.,"Bebidas energéticas, Bebidas rehidratantes",3,Ninguna en especial,7,Regular,Alto,Alto
28/4/2026 11:20:17,Grupo 8,"Villalobos Carlos, Daniel Davis",Masculino,20,72,1.7,Ingeniería Mecatrónica,7,6,4,14.3,Tercio inferior,8,"Deportes de equipo (Fútbol, Básquet, Vóley, etc.)","En espacios públicos (parques, canchas, piscinas, etc.)",Colectiva,3,Bajo: Podía mantener una conversación larga o cantar sin ningún esfuerzo,Mañana,"Media: Tuve constancia por algunas semanas, pero con interrupciones frecuentes.",16,5,"Medio: Logro concentrarme por períodos moderados, pero presento algunas distracciones.",Ninguno,3,Ninguna en especial,7,Regular,Moderado,Alto
28/4/2026 11:22:27,Grupo 8,"Huertos Ochoa, Rodrigo Franco",Masculino,19,65,1.8,Ingeniería Mecánica,2,6,6,18,Décimo,7,"Deportes de equipo (Fútbol, Básquet, Vóley, etc.)",En casa,Individual,4,"Moderado: Podía hablar en frases cortas, pero me agitaba un poco y necesitaba respirar.",Noche,"Media: Tuve constancia por algunas semanas, pero con interrupciones frecuentes.",20,60,Alto: Mantengo la concentración durante la mayor parte del tiempo sin distracciones significativas.,"Bebidas energéticas, Bebidas rehidratantes, Multivitamínicos y Minerales, Polvos Pre-Entreno, Proteína en polvo (Whey, Vegana, Caseína), Mass gainers, Creatina",4,Alta en proteínas,7,Regular,Moderado,Moderado
28/4/2026 11:25:04,Grupo 8,"Huertos Ochoa, Rodrigo Franco",Femenino,16,60,165,Ingeniería Mecánica,2,6,6,20,Décimo,3,Artes marciales / Deportes de contacto,En gimnasio,Colectiva,3,"Moderado: Podía hablar en frases cortas, pero me agitaba un poco y necesitaba respirar.",Noche,"Media: Tuve constancia por algunas semanas, pero con interrupciones frecuentes.",15,3,Alto: Mantengo la concentración durante la mayor parte del tiempo sin distracciones significativas.,"Bebidas energéticas, Bebidas rehidratantes, Multivitamínicos y Minerales, Polvos Pre-Entreno, Proteína en polvo (Whey, Vegana, Caseína), Mass gainers, Creatina, Ninguno",4,Alta en proteínas,4,Muy mala,Alto,Muy alto
28/4/2026 11:25:10,Grupo 8,"Villalobos Carlos, Daniel Davis",Masculino,19,80,175,Ingeniería Mecatrónica,5,6,6,14.5,Quinto,4,"Entrenamiento en casa (Calistenia, Yoga, rutinas por video)",En gimnasio,Individual,2,"Moderado: Podía hablar en frases cortas, pero me agitaba un poco y necesitaba respirar.",Mañana,"Media: Tuve constancia por algunas semanas, pero con interrupciones frecuentes.",16,4,"Medio: Logro concentrarme por períodos moderados, pero presento algunas distracciones.",Ninguno,4,Ninguna en especial,8,Buena,Moderado,Bajo
28/4/2026 11:27:46,Grupo 7,"Arica Reyes, Ady Gabriela",Femenino,21,60,150,Bioingeniería,6,5,5,16.25,Tercio,1,Zumba,En instalaciones de la universidad,Colectiva,1,Bajo: Podía mantener una conversación larga o cantar sin ningún esfuerzo,Tarde,"Baja: Fui muy irregular, entrenando solo ocasionalmente.",34,3,Bajo: Me distraigo con facilidad y me cuesta mantener la atención durante el estudio.,Ninguno,4,Ninguna en especial,10,Mala,Moderado,Muy alto
28/4/2026 11:29:26,Grupo 8,"Villalobos Carlos, Daniel Davis",Femenino,23,47,1.54,Ingeniería Industrial,8,5,4,13,Tercio medio,0,No realizo actividad fisica,,,,,,,20,12,"Medio: Logro concentrarme por períodos moderados, pero presento algunas distracciones.",Ninguno,4,Ninguna en especial,7,Regular,Alto,Alto
28/4/2026 11:31:45,Grupo 8,"Villalobos Carlos, Daniel Davis",Masculino,22,71,174,Ciencias de la Computación,7,6,6,16,Quinto,7,Artes marciales / Deportes de contacto,Otros,Individual,2,"Moderado: Podía hablar en frases cortas, pero me agitaba un poco y necesitaba respirar.",Noche,"Media: Tuve constancia por algunas semanas, pero con interrupciones frecuentes.",24,1,"Medio: Logro concentrarme por períodos moderados, pero presento algunas distracciones.",Ninguno,4,Ninguna en especial,6,Regular,Bajo,Moderado
28/4/2026 11:32:17,Grupo 8,"Huertos Ochoa, Rodrigo Franco",Masculino,18,80,174,Ingeniería Mecánica,2,6,6,20,Décimo,2,Artes marciales / Deportes de contacto,En gimnasio,Individual,3,"Moderado: Podía hablar en frases cortas, pero me agitaba un poco y necesitaba respirar.",Noche,"Media: Tuve constancia por algunas semanas, pero con interrupciones frecuentes.",18,5,"Medio: Logro concentrarme por períodos moderados, pero presento algunas distracciones.","Bebidas energéticas, Bebidas rehidratantes, Multivitamínicos y Minerales, Polvos Pre-Entreno, Proteína en polvo (Whey, Vegana, Caseína), Mass gainers, Creatina, Aminoácidos, termogénicos.",4,Alta en proteínas,7,Regular,Moderado,Moderado
28/4/2026 11:32:23,Grupo 8,"Huertos Ochoa, Rodrigo Franco",Masculino,18,61,169,Ingeniería Mecatrónica,2,10,1,13,Tercio,20,"Deportes de equipo (Fútbol, Básquet, Vóley, etc.)","En espacios públicos (parques, canchas, piscinas, etc.)",Individual,4,"Moderado: Podía hablar en frases cortas, pero me agitaba un poco y necesitaba respirar.",Tarde,"Media: Tuve constancia por algunas semanas, pero con interrupciones frecuentes.",6,8,"Medio: Logro concentrarme por períodos moderados, pero presento algunas distracciones.","Bebidas energéticas, Bebidas rehidratantes, Multivitamínicos y Minerales, Polvos Pre-Entreno, Proteína en polvo (Whey, Vegana, Caseína), Mass gainers, Creatina",4,Alta en proteínas,7,Regular,Moderado,Moderado
28/4/2026 11:36:07,Grupo 1,"Lopez Cueto, Camila Alejandra",Masculino,18,56,160,Ciencias de la Computación,2,6,5,12.58,Tercio inferior,0,No realizo actividad fisica,,,,,,,30,2,Bajo: Me distraigo con facilidad y me cuesta mantener la atención durante el estudio.,Ninguno,5,Ninguna en especial,4,Muy mala,Moderado,Moderado
28/4/2026 12:03:58,Grupo 2,"Guerrero Cedrón, Antonio Jorge",Masculino,20,108,187,Ciencias de la Computación,7,6,6,14.09,Tercio medio,6,Gimnasio / Levantamiento de pesas,En gimnasio,Individual,3,Alto: Me faltaba el aliento rápido y apenas podía decir unas pocas palabras sin parar a tomar aire.,Mañana,"Baja: Fui muy irregular, entrenando solo ocasionalmente.",22,8,"Medio: Logro concentrarme por períodos moderados, pero presento algunas distracciones.","Bebidas energéticas, Bebidas rehidratantes",5,Ninguna en especial,7,Mala,Alto,Moderado
28/4/2026 12:44:05,Grupo 8,"Villalobos Carlos, Daniel Davis",Femenino,25,80,167,Ciencia de Datos,Más de 10,4,4,16,Décimo,0,No realizo actividad fisica,,,,,,,12,10,"Medio: Logro concentrarme por períodos moderados, pero presento algunas distracciones.",Ninguno,6,Ninguna en especial,5,Mala,Muy alto,Alto
28/4/2026 12:56:41,Grupo 8,"Villalobos Carlos, Daniel Davis",Prefiero no decirlo / Otro,20,57,168,Ingeniería Electrónica,5,5,5,13.1,Tercio,3,"Deportes de equipo (Fútbol, Básquet, Vóley, etc.)",En instalaciones de la universidad,Colectiva,2,"Moderado: Podía hablar en frases cortas, pero me agitaba un poco y necesitaba respirar.",Tarde,"Media: Tuve constancia por algunas semanas, pero con interrupciones frecuentes.",7,3,Bajo: Me distraigo con facilidad y me cuesta mantener la atención durante el estudio.,"Bebidas energéticas, Bebidas rehidratantes",2,Ninguna en especial,6,Regular,Moderado,Alto
28/4/2026 12:56:55,Grupo 8,"Huertos Ochoa, Rodrigo Franco",Masculino,23,59,160,Ingeniería Mecatrónica,8,6,4,14,Tercio medio,6,"Deportes aeróbicos (Correr, Nadar, Ciclismo)","En espacios públicos (parques, canchas, piscinas, etc.)",Individual,6,Bajo: Podía mantener una conversación larga o cantar sin ningún esfuerzo,Noche,"Baja: Fui muy irregular, entrenando solo ocasionalmente.",13,9,"Medio: Logro concentrarme por períodos moderados, pero presento algunas distracciones.",Ninguno,3,Ninguna en especial,7,Regular,Alto,Alto
28/4/2026 13:00:51,Grupo 8,"Huertos Ochoa, Rodrigo Franco",Masculino,26,79,162,Ingeniería Mecatrónica,5,0,0,20,Décimo,2,"Entrenamiento en casa (Calistenia, Yoga, rutinas por video)",En casa,Individual,7,"Moderado: Podía hablar en frases cortas, pero me agitaba un poco y necesitaba respirar.",Mañana,Alta: Mantuve mi rutina de manera estricta y constante todo el ciclo.,0,2,"Medio: Logro concentrarme por períodos moderados, pero presento algunas distracciones.",Ninguno,3,Baja en carbohidratos,6.5,Buena,Bajo,Bajo
28/4/2026 13:11:09,Grupo 8,"Villalobos Carlos, Daniel Davis",Femenino,22,55,158,Bioingeniería,7,7,8,16.23,Tercio,4,Gimnasio / Levantamiento de pesas,En gimnasio,Colectiva,2,Bajo: Podía mantener una conversación larga o cantar sin ningún esfuerzo,Noche,"Baja: Fui muy irregular, entrenando solo ocasionalmente.",30,20,Alto: Mantengo la concentración durante la mayor parte del tiempo sin distracciones significativas.,Multivitamínicos y Minerales,4,,6,Regular,Moderado,Muy alto
28/4/2026 14:09:15,Grupo 5,"Cabanillas Ventocilla, Abigail Jaslin",Femenino,19,90,1.67,Ingeniería Mecatrónica,4,7,5,13.22,Tercio inferior,3,"Entrenamiento en casa (Calistenia, Yoga, rutinas por video)",En casa,Individual,3,Bajo: Podía mantener una conversación larga o cantar sin ningún esfuerzo,Tarde,"Baja: Fui muy irregular, entrenando solo ocasionalmente.",28,4,Bajo: Me distraigo con facilidad y me cuesta mantener la atención durante el estudio.,Ninguno,5,Ninguna en especial,5,Mala,Muy alto,Alto
28/4/2026 14:09:44,Grupo 5,"Cabanillas Ventocilla, Abigail Jaslin",Masculino,20,70,1.8,Ingeniería Mecánica,4,4,2,11,Tercio inferior,2,"Entrenamiento en casa (Calistenia, Yoga, rutinas por video)",En casa,Individual,3,"Moderado: Podía hablar en frases cortas, pero me agitaba un poco y necesitaba respirar.",Tarde,"Baja: Fui muy irregular, entrenando solo ocasionalmente.",24,6,"Medio: Logro concentrarme por períodos moderados, pero presento algunas distracciones.","Bebidas energéticas, Bebidas rehidratantes",3,Baja en carbohidratos,6,Buena,Muy alto,Muy alto
28/4/2026 14:11:06,Grupo 5,"Cabanillas Ventocilla, Abigail Jaslin",Femenino,19,56,1.63,Ingeniería Mecatrónica,5,6,2,9.7,Tercio inferior,10,Artes marciales / Deportes de contacto,En instalaciones de la universidad,Individual,5,Bajo: Podía mantener una conversación larga o cantar sin ningún esfuerzo,Mañana,Alta: Mantuve mi rutina de manera estricta y constante todo el ciclo.,24,2,"Medio: Logro concentrarme por períodos moderados, pero presento algunas distracciones.",Ninguno,5,Ninguna en especial,6,Regular,Alto,Moderado
28/4/2026 14:14:04,Grupo 5,"Reyes Neyra, Mariel Azucena",Masculino,19,90,165,Ingeniería Mecánica,3,8,6,13,Quinto,2,No realizo actividad fisica,,,,,,,24,3,Bajo: Me distraigo con facilidad y me cuesta mantener la atención durante el estudio.,Ninguno,2,Ninguna en especial,5,Regular,Bajo,Bajo
28/4/2026 14:14:19,Grupo 5,"Arica Reyes, Ady Gabriela",Femenino,19,60,162,Ingeniería Química,6,5,5,16.56,Décimo,5,Baile,"En espacios públicos (parques, canchas, piscinas, etc.)",Colectiva,2,"Moderado: Podía hablar en frases cortas, pero me agitaba un poco y necesitaba respirar.",Tarde,Alta: Mantuve mi rutina de manera estricta y constante todo el ciclo.,24,6,"Medio: Logro concentrarme por períodos moderados, pero presento algunas distracciones.",Ninguno,4,Ninguna en especial,6,Buena,Moderado,Bajo
28/4/2026 14:14:20,Grupo 5,"Arica Reyes, Ady Gabriela",Femenino,21,59,162,Ingeniería Química,6,5,5,16.5,Décimo,2,Baile,Otros,Colectiva,1,"Moderado: Podía hablar en frases cortas, pero me agitaba un poco y necesitaba respirar.",Noche,"Media: Tuve constancia por algunas semanas, pero con interrupciones frecuentes.",25,6,Alto: Mantengo la concentración durante la mayor parte del tiempo sin distracciones significativas.,Ninguno,4,Ninguna en especial,6,Buena,Moderado,Moderado
28/4/2026 14:14:27,Grupo 5,"Reyes Neyra, Mariel Azucena",Masculino,20,75,1.73,Ciencias de la Computación,4,6,6,13,Tercio medio,2,No realizo actividad fisica,,,,,,,24,12,"Medio: Logro concentrarme por períodos moderados, pero presento algunas distracciones.",Ninguno,2,Ninguna en especial,6,Mala,Moderado,Alto
28/4/2026 14:21:08,Grupo 5,"Cabanillas Ventocilla, Abigail Jaslin",Masculino,25,95,172,Ingeniería Mecánica,5,4,2,10.6,Quinto,1,"Deportes de equipo (Fútbol, Básquet, Vóley, etc.)","En espacios públicos (parques, canchas, piscinas, etc.)",Colectiva,1,"Moderado: Podía hablar en frases cortas, pero me agitaba un poco y necesitaba respirar.",Tarde,"Baja: Fui muy irregular, entrenando solo ocasionalmente.",16,5,Bajo: Me distraigo con facilidad y me cuesta mantener la atención durante el estudio.,Ninguno,4,Ninguna en especial,5,Mala,Alto,Alto
28/4/2026 14:23:39,Grupo 5,"Reyes Neyra, Mariel Azucena",Masculino,20,78,1.71,Bioingeniería,3,12,7,12,Tercio inferior,6,"Deportes de equipo (Fútbol, Básquet, Vóley, etc.)",Otros,Colectiva,4,"Moderado: Podía hablar en frases cortas, pero me agitaba un poco y necesitaba respirar.",Noche,"Media: Tuve constancia por algunas semanas, pero con interrupciones frecuentes.",20,6,"Medio: Logro concentrarme por períodos moderados, pero presento algunas distracciones.",Bebidas energéticas,4,Ninguna en especial,5,Regular,Moderado,Moderado
28/4/2026 14:29:12,Grupo 5,"Monsalve Caycho, Christopher Jordan",Masculino,17,60,1.64,Ciencias de la Computación,2,6,0,10.5,Tercio,1,Gimnasio / Levantamiento de pesas,En casa,Individual,3,"Moderado: Podía hablar en frases cortas, pero me agitaba un poco y necesitaba respirar.",Tarde,"Media: Tuve constancia por algunas semanas, pero con interrupciones frecuentes.",23,2,Alto: Mantengo la concentración durante la mayor parte del tiempo sin distracciones significativas.,Multivitamínicos y Minerales,3,Ninguna en especial,7,Buena,Moderado,Moderado
28/4/2026 14:33:24,Grupo 5,"Arica Reyes, Ady Gabriela",Masculino,20,65,1.68,Ciencias de la Computación,5,6,5,14,Tercio medio,4,"Deportes de equipo (Fútbol, Básquet, Vóley, etc.)",En instalaciones de la universidad,Colectiva,2,"Moderado: Podía hablar en frases cortas, pero me agitaba un poco y necesitaba respirar.",Tarde,"Media: Tuve constancia por algunas semanas, pero con interrupciones frecuentes.",15,10,"Medio: Logro concentrarme por períodos moderados, pero presento algunas distracciones.",Ninguno,3,Ninguna en especial,7,Regular,Moderado,Moderado
28/4/2026 14:36:18,Grupo 5,"Cabanillas Ventocilla, Abigail Jaslin",Masculino,19,73,1.75,Ingeniería Mecatrónica,3,3,3,16,Quinto,6,"Entrenamiento en casa (Calistenia, Yoga, rutinas por video)",En casa,Individual,5,"Moderado: Podía hablar en frases cortas, pero me agitaba un poco y necesitaba respirar.",Tarde,"Media: Tuve constancia por algunas semanas, pero con interrupciones frecuentes.",12,25,Alto: Mantengo la concentración durante la mayor parte del tiempo sin distracciones significativas.,Ninguno,4,Ninguna en especial,7,Muy buena,Bajo,Bajo
28/4/2026 14:36:24,Grupo 5,"Cabanillas Ventocilla, Abigail Jaslin",Masculino,19,84,183,Ciencias de la Computación,2,6,6,13,Tercio medio,6,"Deportes de equipo (Fútbol, Básquet, Vóley, etc.)","En espacios públicos (parques, canchas, piscinas, etc.)",Colectiva,3,"Moderado: Podía hablar en frases cortas, pero me agitaba un poco y necesitaba respirar.",Noche,"Baja: Fui muy irregular, entrenando solo ocasionalmente.",30,8,Bajo: Me distraigo con facilidad y me cuesta mantener la atención durante el estudio.,"Bebidas rehidratantes, Multivitamínicos y Minerales, Creatina",4,Alta en proteínas,6,Mala,Muy alto,Muy alto
28/4/2026 14:39:26,Grupo 4,"Cueva Loayza, Dayron Saiyuk",Masculino,19,74,176,Bioingeniería,4,6,6,15.5,Tercio medio,4,Artes marciales / Deportes de contacto,"En espacios públicos (parques, canchas, piscinas, etc.)",Individual,4,"Moderado: Podía hablar en frases cortas, pero me agitaba un poco y necesitaba respirar.",Tarde,Alta: Mantuve mi rutina de manera estricta y constante todo el ciclo.,8,3,"Medio: Logro concentrarme por períodos moderados, pero presento algunas distracciones.",Bebidas rehidratantes,3,Alta en proteínas,8,Regular,Moderado,Alto
28/4/2026 14:39:29,Grupo 5,"Arica Reyes, Ady Gabriela",Masculino,19,85,1.79,Ciencias de la Computación,2,6,3,11.5,Quinto,2,"Deportes de equipo (Fútbol, Básquet, Vóley, etc.)","En espacios públicos (parques, canchas, piscinas, etc.)",Colectiva,1,"Moderado: Podía hablar en frases cortas, pero me agitaba un poco y necesitaba respirar.",Tarde,"Baja: Fui muy irregular, entrenando solo ocasionalmente.",30,4,"Medio: Logro concentrarme por períodos moderados, pero presento algunas distracciones.",Ninguno,3,Ninguna en especial,9,Regular,Muy alto,Muy alto
28/4/2026 14:40:28,Grupo 4,"Timana Carmona, Jose Manuel",Masculino,18,60,1.7,Ingeniería Industrial,6,5,5,14.3,Tercio medio,5,Gimnasio / Levantamiento de pesas,En gimnasio,Individual,4,"Moderado: Podía hablar en frases cortas, pero me agitaba un poco y necesitaba respirar.",Noche,"Media: Tuve constancia por algunas semanas, pero con interrupciones frecuentes.",24,12,"Medio: Logro concentrarme por períodos moderados, pero presento algunas distracciones.","Proteína en polvo (Whey, Vegana, Caseína)",4,Ninguna en especial,6.5,Regular,Moderado,Moderado
28/4/2026 14:41:08,Grupo 5,"Portal Ruiz, Axel Roberth",Masculino,18,68,170,Ciencias de la Computación,3,6,6,16.8,Quinto,2,"Deportes aeróbicos (Correr, Nadar, Ciclismo)",En gimnasio,Individual,2,"Moderado: Podía hablar en frases cortas, pero me agitaba un poco y necesitaba respirar.",Noche,"Baja: Fui muy irregular, entrenando solo ocasionalmente.",16,45,"Medio: Logro concentrarme por períodos moderados, pero presento algunas distracciones.",Ninguno,4,Ninguna en especial,6,Mala,Alto,Muy alto
28/4/2026 14:42:55,Grupo 4,"Cueva Loayza, Dayron Saiyuk",Femenino,20,65,168,Ingeniería Industrial,7,6,5,14.3,Tercio,3,Gimnasio / Levantamiento de pesas,En gimnasio,Colectiva,5,"Moderado: Podía hablar en frases cortas, pero me agitaba un poco y necesitaba respirar.",Tarde,"Baja: Fui muy irregular, entrenando solo ocasionalmente.",6,4,"Medio: Logro concentrarme por períodos moderados, pero presento algunas distracciones.","Bebidas energéticas, ",4,Ninguna en especial,9,Buena,Alto,Alto
28/4/2026 14:43:30,Grupo 4,"Timana Carmona, Jose Manuel",Femenino,19,58,1620,Ciencia de Datos,6,6,6,17,Décimo,3,"Entrenamiento en casa (Calistenia, Yoga, rutinas por video)",En casa,Individual,3,Bajo: Podía mantener una conversación larga o cantar sin ningún esfuerzo,Tarde,Alta: Mantuve mi rutina de manera estricta y constante todo el ciclo.,22,14,Alto: Mantengo la concentración durante la mayor parte del tiempo sin distracciones significativas.,Ninguno,5,Ninguna en especial,7,Buena,Moderado,Bajo
28/4/2026 14:44:03,Grupo 5,"Portal Ruiz, Axel Roberth",Masculino,19,72,165,Ciencias de la Computación,3,6,6,17,Décimo,3,"Entrenamiento en casa (Calistenia, Yoga, rutinas por video)",En casa,Individual,2,"Moderado: Podía hablar en frases cortas, pero me agitaba un poco y necesitaba respirar.",Mañana,"Baja: Fui muy irregular, entrenando solo ocasionalmente.",27,3,Bajo: Me distraigo con facilidad y me cuesta mantener la atención durante el estudio.,Bebidas rehidratantes,4,Ninguna en especial,6.5,Mala,Alto,Alto
28/4/2026 14:45:29,Grupo 5,"Monsalve Caycho, Christopher Jordan",Masculino,21,60,176,Ciencias de la Computación,9,4,3,14.86,Tercio medio,1,"Deportes aeróbicos (Correr, Nadar, Ciclismo)","En espacios públicos (parques, canchas, piscinas, etc.)",Colectiva,1,"Moderado: Podía hablar en frases cortas, pero me agitaba un poco y necesitaba respirar.",Tarde,Alta: Mantuve mi rutina de manera estricta y constante todo el ciclo.,20,6,"Medio: Logro concentrarme por períodos moderados, pero presento algunas distracciones.",Ninguno,3,Antiinflamatoria,6,Regular,Moderado,Moderado
28/4/2026 14:45:33,Grupo 4,"Cueva Loayza, Dayron Saiyuk",Masculino,19,78,180,Ingeniería Mecatrónica,4,6,6,16.4,Tercio medio,3,"Deportes aeróbicos (Correr, Nadar, Ciclismo)","En espacios públicos (parques, canchas, piscinas, etc.)",Individual,4,"Moderado: Podía hablar en frases cortas, pero me agitaba un poco y necesitaba respirar.",Tarde,"Media: Tuve constancia por algunas semanas, pero con interrupciones frecuentes.",6,4,Alto: Mantengo la concentración durante la mayor parte del tiempo sin distracciones significativas.,Multivitamínicos y Minerales,5,Ninguna en especial,7.5,Regular,Moderado,Moderado
28/4/2026 14:47:53,Grupo 5,"Portal Ruiz, Axel Roberth",Femenino,18,50,171,Ingeniería Ambiental,3,6,6,17,Tercio inferior,8,Artes marciales / Deportes de contacto,En gimnasio,Colectiva,4,"Moderado: Podía hablar en frases cortas, pero me agitaba un poco y necesitaba respirar.",Mañana,Alta: Mantuve mi rutina de manera estricta y constante todo el ciclo.,12,2,"Medio: Logro concentrarme por períodos moderados, pero presento algunas distracciones.","Bebidas energéticas, Polvos Pre-Entreno, Proteína en polvo (Whey, Vegana, Caseína)",5,Alta en carbohidratos,4,Regular,Moderado,Alto
28/4/2026 14:48:27,Grupo 4,"Cueva Loayza, Dayron Saiyuk",Femenino,23,63,166,Ingeniería Química,5,7,7,17.2,Tercio,4,"Entrenamiento en casa (Calistenia, Yoga, rutinas por video)",En casa,Individual,3,"Moderado: Podía hablar en frases cortas, pero me agitaba un poco y necesitaba respirar.",Noche,"Media: Tuve constancia por algunas semanas, pero con interrupciones frecuentes.",4,2,Alto: Mantengo la concentración durante la mayor parte del tiempo sin distracciones significativas.,Bebidas rehidratantes,3,Ninguna en especial,8,Buena,Bajo,Moderado
28/4/2026 14:48:45,Grupo 5,"Portal Ruiz, Axel Roberth",Masculino,18,82.6,170,Ingeniería Mecatrónica,3,6,6,17.11,Décimo,0,No realizo actividad fisica,,,,,,,12,5,Alto: Mantengo la concentración durante la mayor parte del tiempo sin distracciones significativas.,Ninguno,4,Ninguna en especial,6,Mala,Muy alto,Muy alto
28/4/2026 14:48:46,Grupo 1,"FÉLIX MEDINA, ADRIÁN FERNANDO",Masculino,19,65,170,Ingeniería Mecatrónica,3,6,6,15,Quinto,4,"Deportes de equipo (Fútbol, Básquet, Vóley, etc.)","En espacios públicos (parques, canchas, piscinas, etc.)",Colectiva,2,"Moderado: Podía hablar en frases cortas, pero me agitaba un poco y necesitaba respirar.",Noche,Alta: Mantuve mi rutina de manera estricta y constante todo el ciclo.,24,7,"Medio: Logro concentrarme por períodos moderados, pero presento algunas distracciones.",Ninguno,5,Ninguna en especial,8.56,Buena,Moderado,Moderado
28/4/2026 14:49:55,Grupo 4,"Timana Carmona, Jose Manuel",Masculino,21,74,178,Sistemas de la Información,5,6,5,15.7,Quinto,4,"Deportes de equipo (Fútbol, Básquet, Vóley, etc.)",En gimnasio,Individual,4,"Moderado: Podía hablar en frases cortas, pero me agitaba un poco y necesitaba respirar.",Noche,"Media: Tuve constancia por algunas semanas, pero con interrupciones frecuentes.",24,12,"Medio: Logro concentrarme por períodos moderados, pero presento algunas distracciones.","Proteína en polvo (Whey, Vegana, Caseína)",4,Ninguna en especial,6.5,Regular,Moderado,Moderado
28/4/2026 14:52:02,Grupo 4,"Cueva Loayza, Dayron Saiyuk",Masculino,22,70,173,Ingeniería Ambiental,5,6,5,14.5,Quinto,5,"Deportes aeróbicos (Correr, Nadar, Ciclismo)","En espacios públicos (parques, canchas, piscinas, etc.)",Colectiva,5,Alto: Me faltaba el aliento rápido y apenas podía decir unas pocas palabras sin parar a tomar aire.,Tarde,Alta: Mantuve mi rutina de manera estricta y constante todo el ciclo.,5,2,"Medio: Logro concentrarme por períodos moderados, pero presento algunas distracciones.","Bebidas rehidratantes, Polvos Pre-Entreno",5,Alta en proteínas,8,Regular,Moderado,Alto
28/4/2026 14:52:06,Grupo 4,"Timana Carmona, Jose Manuel",Femenino,19,56,161,Ciencias de la Computación,3,6,6,16,Tercio,3,"Entrenamiento en casa (Calistenia, Yoga, rutinas por video)",En casa,Individual,3,Bajo: Podía mantener una conversación larga o cantar sin ningún esfuerzo,Tarde,Alta: Mantuve mi rutina de manera estricta y constante todo el ciclo.,22,14,Alto: Mantengo la concentración durante la mayor parte del tiempo sin distracciones significativas.,Ninguno,5,Ninguna en especial,5.5,Regular,Alto,Alto
